지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
330,대흘,2020-10-28,15.7,13,2347,18.6,1144,0,6,1622,2.5,340.3
330,대흘,2020-10-29,13.3,10.8,619,16.9,1243,0,6.8,1009,3.1,348.8
330,대흘,2020-10-30,14.2,11,713,16.8,1232,0,6,1432,2.3,50.6
330,대흘,2020-10-31,14.9,12.3,2240,18.4,1401,0,6.8,1130,2.6,87.2
330,대흘,2020-11-01,16.9,12.4,626,21.8,1128,.5,8.2,1108,2.1,185.6
330,대흘,2020-11-02,13.6,11.1,2350,16.6,1413,5.5,4.9,1353,1.8,2.8
330,대흘,2020-11-03,11.2,9.7,2353,13.6,635,0,13.2,1519,5.9,351.6
330,대흘,2020-11-04,9.8,7.1,2349,12.6,1124,0,9.9,48,3.8,348.8
330,대흘,2020-11-05,13.1,6.3,653,17.5,1410,0,5.8,2023,2.4,171.6
330,대흘,2020-11-06,17.7,13,426,22.7,1332,0,6.8,622,1.6,194.1
330,대흘,2020-11-07,16.3,13.4,2309,19.5,1416,0,6.5,1527,2.4,334.7
330,대흘,2020-11-08,12.8,9.5,2255,16.7,1247,0,11.1,2208,5,334.7
330,대흘,2020-11-09,9.9,7.3,2318,12.5,1258,0,9.7,12,4,323.4
330,대흘,2020-11-10,10.6,7.2,55,15.3,1103,0,7.6,1358,3,340.3
330,대흘,2020-11-11,10.5,6.3,538,15,1154,0,6.3,1346,2.3,39.4
330,대흘,2020-11-12,11.9,7.7,259,18.1,1110,0,7.2,1322,2.1,56.3
330,대흘,2020-11-13,12.7,9.3,246,17.2,1448,0,5.7,1516,2.7,357.2
330,대흘,2020-11-14,14.3,9.8,235,18.5,1349,0,7.4,1152,2.5,90
330,대흘,2020-11-15,15.5,12.1,610,18.6,1323,0,5.7,1407,1.9,98.4
330,대흘,2020-11-16,15.4,13,559,18.6,1427,2,4.6,1541,1.1,90
330,대흘,2020-11-17,19.9,15.8,46,23.6,1404,1.5,9.6,2346,2.7,168.8
330,대흘,2020-11-18,21.5,19.9,539,22.7,2347,.5,14.2,2139,5.9,191.3
330,대흘,2020-11-19,19.4,13.9,2357,25.2,630,5.5,13.4,523,4.4,216.6
330,대흘,2020-11-20,11.2,9.4,2334,14,12,0,12,1301,5.2,323.4
330,대흘,2020-11-21,11.7,5.5,611,15.1,1212,0,7.6,1433,1.8,92.8
330,대흘,2020-11-22,11.7,9.7,2359,14.5,539,7,11.1,2354,3.1,331.9
330,대흘,2020-11-23,8.3,7.4,2350,9.7,1,0,10.7,48,4.8,357.2
330,대흘,2020-11-24,8.5,7,400,11,1442,0,7.6,1204,3.3,329.1
330,대흘,2020-11-25,10.1,7.2,139,13,1405,0,8.3,1411,3.1,306.6
330,대흘,2020-11-26,9.8,7.6,715,12.1,1330,5,6,1406,2.5,340.3
330,대흘,2020-11-27,9.3,7.4,2233,11.8,1046,0,12.7,2054,5.2,345.9
330,대흘,2020-11-28,6.9,6.1,1712,7.6,331,0,11.4,52,6.1,2.8
330,대흘,2020-11-29,7.5,5.7,716,9.5,1226,0,9.3,1647,4.4,337.5
330,대흘,2020-11-30,6.9,5.7,2222,9.1,1304,0,8.5,1903,3.4,14.1
330,대흘,2020-12-01,5.9,4,1949,9.2,1154,0,7.8,155,2.7,0
330,대흘,2020-12-02,7.4,4.3,25,11.3,1244,0,5.9,1456,2.4,357.2
330,대흘,2020-12-03,6.5,3.8,716,9.7,1104,0,9.3,1910,4,348.8
330,대흘,2020-12-04,6,5,2327,7.5,1112,0,9.3,651,4.7,309.4
330,대흘,2020-12-05,6.6,4.3,148,9.6,1229,0,7.1,955,2.4,5.6
330,대흘,2020-12-06,6.4,3.7,524,9.6,1028,0,7.3,1331,2.5,0
330,대흘,2020-12-07,8.7,4.9,148,12.2,1302,0,7.5,1848,2.6,0
330,대흘,2020-12-08,6.6,5.3,2140,8.2,49,0,7.9,139,3,5.6
330,대흘,2020-12-09,6,1.6,747,9.8,1406,0,6,108,1.9,337.5
330,대흘,2020-12-10,8.4,5.4,1,11.8,1422,0,4.8,1244,1.9,345.9
330,대흘,2020-12-11,9.4,6.4,110,11.6,1307,0,3.7,1851,1.1,225
330,대흘,2020-12-12,7.7,4.5,2231,9.8,303,0,8.9,1114,3.5,5.6
330,대흘,2020-12-13,7.2,4.1,216,13.3,1352,0,11.9,2315,4.1,343.1
330,대흘,2020-12-14,1.5,.1,1032,4.1,1,0,11.5,208,6.2,343.1
330,대흘,2020-12-15,1.2,.3,938,2.3,2354,0,9.4,323,3.9,14.1
330,대흘,2020-12-16,1.9,.7,908,3.5,821,.5,11.5,1451,4.7,340.3
330,대흘,2020-12-17,3.9,1.9,1,5.4,1228,0,8,254,3.1,25.3
330,대흘,2020-12-18,5.8,4.2,2324,8.5,1233,0,9.7,2012,3.1,11.3
330,대흘,2020-12-19,2.4,.4,2054,4.5,56,0,11.3,643,5.7,354.4
330,대흘,2020-12-20,4.9,1.5,1,6.2,1134,0,8.5,1945,3.9,329.1
330,대흘,2020-12-21,6.1,4.3,620,8.6,1449,0,8,23,2.9,348.8
330,대흘,2020-12-22,7.1,4.2,103,11.3,1402,0,7.5,1411,2.7,334.7
330,대흘,2020-12-23,9.2,2.9,306,13.9,1250,0,6.1,1205,2.2,160.3
330,대흘,2020-12-24,8.8,6.2,1953,11.2,1137,0,11.1,1629,4.2,348.8
330,대흘,2020-12-25,5,2.9,2101,8,1129,0,13,244,4.9,8.4
330,대흘,2020-12-26,6.3,1.1,310,9.8,1256,0,6.7,2256,2.2,182.8
330,대흘,2020-12-27,9.5,8,2115,11,539,19,8,1947,2.4,70.3
330,대흘,2020-12-28,10,6.9,651,13.6,1337,0,5.4,1358,1.8,64.7
330,대흘,2020-12-29,8.2,1.2,2350,12.9,1134,8.5,13.5,2053,3.3,354.4
330,대흘,2020-12-30,-.8,-3.2,1809,2.1,205,2.5,17.4,643,9.4,323.4
330,대흘,2020-12-31,.8,-1.9,4,2.9,2350,1.5,14.3,14,6.4,340.3
792,표선,2020-01-01,3.8,.4,1,6.6,1357,0,10.1,904,4.6,306.6
792,표선,2020-01-02,6.9,3.9,305,9.7,1049,0,8.3,1648,3.5,306.6
792,표선,2020-01-03,7.7,5.2,7,12.3,1327,0,10.9,1702,4.3,306.6
792,표선,2020-01-04,7.1,4.3,443,12,1315,0,9.4,1524,4.1,331.9
792,표선,2020-01-05,7.6,2.9,306,12,1354,0,6.2,443,2.2,334.7
792,표선,2020-01-06,13.5,7.8,1,17.3,2342,1,7,2300,2.1,196.9
792,표선,2020-01-07,16.9,11.9,2324,19.5,1327,14.5,13.5,1853,5.6,171.6
792,표선,2020-01-08,7.3,5.6,2320,12.5,52,.5,15.1,1105,5.8,295.3
792,표선,2020-01-09,6,4.8,0,7.6,1125,0,10.1,1626,5,320.6
792,표선,2020-01-10,7,3.2,635,11.2,1430,0,8,227,3.2,303.8
792,표선,2020-01-11,7,5.9,752,8,1058,0,10.5,2301,4.7,306.6
792,표선,2020-01-12,6.3,4.9,2235,9.1,1457,0,12.6,447,4.7,300.9
792,표선,2020-01-13,6,3.9,2253,9.4,1136,0,9.1,1445,3.6,351.6
792,표선,2020-01-14,2.6,.8,2100,5,252,11,7.3,1525,2.8,334.7
792,표선,2020-01-15,4.2,.3,234,7.6,1303,0,9.4,1432,3.2,309.4
792,표선,2020-01-16,5,3.2,22,7.9,1439,0,8.1,349,3.3,351.6
792,표선,2020-01-17,5.5,3.6,2127,7.9,1135,0,13.3,1126,5.5,331.9
792,표선,2020-01-18,5.5,3.2,154,8.7,1318,0,14.9,1207,5.3,292.5
792,표선,2020-01-19,7.1,3.8,1,11.1,1151,0,9.5,1156,3.9,303.8
792,표선,2020-01-20,6.8,2.3,2233,10.4,1129,0,11,1524,3.9,340.3
792,표선,2020-01-21,5.4,1.9,557,9.4,1611,0,7.8,337,2.9,329.1
792,표선,2020-01-22,10.5,6.5,1,13.3,1940,19.5,2.9,1541,1,329.1
792,표선,2020-01-23,10.5,8.6,2005,13.4,1339,0,8.5,1117,2.8,306.6
792,표선,2020-01-24,10.5,8.2,800,12.9,1306,0,8,1439,3.4,33.8
792,표선,2020-01-25,11.4,8.6,1928,13.6,1324,5.5,9.2,1349,3.5,45
792,표선,2020-01-26,11.2,9.4,704,12.7,1850,8.5,13.4,1907,5.4,87.2
792,표선,2020-01-27,8.9,6.5,1758,11.1,1,47,14,1113,6,45
792,표선,2020-01-28,8.6,6.7,404,11.9,1331,.5,8.3,2058,3.1,312.2
792,표선,2020-01-29,7.9,5.4,2144,12.2,1318,0,10,1628,4.2,309.4
792,표선,2020-01-30,6.7,4.9,243,10,1330,0,9.9,1658,4,300.9
792,표선,2020-01-31,5.9,1.7,2328,9.4,1219,0,11,1711,3.6,303.8
792,표선,2020-02-01,6.7,2.3,32,11.6,1405,0,10.4,1316,3.6,317.8
792,표선,2020-02-02,6.4,2.5,247,10.5,1229,0,8,948,3.4,326.3
792,표선,2020-02-03,6,2.3,2225,10.6,1015,0,10,1418,4,309.4
792,표선,2020-02-04,4.5,1.1,124,9.9,1620,0,9.5,942,3.8,303.8
792,표선,2020-02-05,2.3,-.7,2324,7,425,0,13,1229,4.9,326.3
792,표선,2020-02-06,2,-1.1,306,6.1,1349,0,9.2,1105,3.7,306.6
792,표선,2020-02-07,5.7,2.9,14,9.9,1421,0,10.7,1343,3.7,306.6
792,표선,2020-02-08,5.4,2.6,2340,8.5,1252,0,10.7,1533,4.5,303.8
792,표선,2020-02-09,5.1,2.6,1,9.3,1429,0,10.3,1506,3.5,300.9
792,표선,2020-02-10,9,1.3,242,15.2,1256,0,8.5,1559,2.7,317.8
792,표선,2020-02-11,9.8,3.1,300,14.9,1149,1.5,5.4,2256,1.9,213.8
792,표선,2020-02-12,13.3,8.3,2219,16.5,1226,34,10.7,619,3.7,199.7
792,표선,2020-02-13,11.3,7.6,2258,15.6,1236,0,7.2,25,2,326.3
792,표선,2020-02-14,12.2,9.1,1,17.3,1251,0,4.9,1253,1.8,84.4
792,표선,2020-02-15,14.9,10.2,22,18.7,1219,.5,6.5,1057,2,95.6
792,표선,2020-02-16,4.6,2.1,2218,15.5,20,5.5,16.1,512,6.7,303.8
792,표선,2020-02-17,.6,-1,2106,2.9,1016,6,15,1750,5.1,306.6
792,표선,2020-02-18,3.6,-.6,2,7,1354,.5,13,58,5.3,300.9
792,표선,2020-02-19,6.1,2.3,628,11.3,1255,0,8.2,4,3.2,306.6
792,표선,2020-02-20,8,2.9,2358,13.6,1304,0,6.8,1259,2.7,47.8
792,표선,2020-02-21,10.4,.8,603,16.4,1149,3.5,8.2,2319,2.1,239.1
792,표선,2020-02-22,9.8,4.3,2359,13.9,1314,0,12,712,3.8,292.5
792,표선,2020-02-23,6.3,1.2,2254,12.3,1408,0,6.8,1036,2.4,2.8
792,표선,2020-02-24,11.2,-.2,242,16.3,1217,0,8.3,1211,3.3,185.6
792,표선,2020-02-25,15.1,11.6,2325,17.3,1444,11.5,13.5,146,3.3,225
792,표선,2020-02-26,11,7.3,2320,13.3,1515,.5,9.4,2042,3.5,306.6
792,표선,2020-02-27,8.8,4.9,358,13,1407,0,11.1,443,4.1,312.2
792,표선,2020-02-28,9.8,7.8,1735,11.3,2352,11.5,6.5,839,2.5,123.8
792,표선,2020-02-29,11.5,10.8,128,12.1,1220,19.5,7,25,2.8,64.7
792,표선,2020-03-01,11,7.6,2254,13.6,1302,0,10.1,2301,3.1,312.2
792,표선,2020-03-02,7.2,4.3,2332,11.2,1354,0,12,149,5,300.9
792,표선,2020-03-03,10.4,3.6,127,14.1,1132,1,6.8,1128,2.2,87.2
792,표선,2020-03-04,7.4,3.7,2234,11.3,1332,0,15.3,1507,5.8,298.1
792,표선,2020-03-05,5.3,2.6,659,9.3,1429,0,11.8,1312,4.9,315
792,표선,2020-03-06,7.4,2.6,617,13.5,1433,0,6.7,1228,2.1,210.9
792,표선,2020-03-07,9.5,6.1,4,11.3,1641,11.5,7,1755,2.4,337.5
792,표선,2020-03-08,10.8,5.3,711,14.7,1250,0,7.1,1029,2.5,11.3
792,표선,2020-03-09,13,10.1,147,14.8,1127,39.5,11.3,1857,3.2,53.4
792,표선,2020-03-10,9.1,5.9,2358,13.2,43,4.5,15.8,1148,5.8,315
792,표선,2020-03-11,7,2.6,2327,11.4,1213,0,13.7,1530,5.1,326.3
792,표선,2020-03-12,9,2.2,205,14.7,1346,0,8.2,1244,2.8,236.3
792,표선,2020-03-13,10.4,7,2,14.3,1430,0,11.5,2036,3.8,292.5
792,표선,2020-03-14,5.9,1.4,2345,9.8,1420,0,13.1,410,4.9,317.8
792,표선,2020-03-15,9.6,1.2,23,15.8,1151,0,12.4,2353,3.6,300.9
792,표선,2020-03-16,5.9,2.3,649,10.5,1505,0,10.9,11,3.1,300.9
792,표선,2020-03-17,9.2,2,552,17.5,1350,0,10.2,1613,3.1,210.9
792,표선,2020-03-18,12.2,3.6,2,18.2,1230,0,8.4,1928,3.2,236.3
792,표선,2020-03-19,11.8,7.9,2007,18.7,1035,0,15.6,1655,5.5,309.4
792,표선,2020-03-20,9.9,-.7,626,16,1339,0,8,2219,2.7,236.3
792,표선,2020-03-21,15.9,6.3,703,19.9,1118,0,9.3,154,4.6,236.3
792,표선,2020-03-22,15.6,9.7,2352,22.5,1426,0,11.2,2031,3.1,317.8
792,표선,2020-03-23,13.4,8.1,452,19.8,1427,0,10.4,1714,4.1,303.8
792,표선,2020-03-24,11.4,6.1,2242,17,1350,0,8.8,243,3.5,306.6
792,표선,2020-03-25,13.9,4.6,553,19.8,1318,0,6.3,922,2.3,90
792,표선,2020-03-26,16.5,13.7,457,18.4,1503,45.5,10.5,1417,3,163.1
792,표선,2020-03-27,13,7.1,2315,17.7,307,2,15.4,1550,5.5,306.6
792,표선,2020-03-28,7.5,6.2,1051,9.1,947,5,14.3,414,5.1,312.2
792,표선,2020-03-29,10.6,6.3,409,14,1157,0,7.1,1050,3.1,14.1
792,표선,2020-03-30,12.1,10.3,2239,15.1,1517,0,7.9,1134,3.1,75.9
792,표선,2020-03-31,12.6,9.4,29,16.6,1217,1,7.8,1317,3.2,64.7
792,표선,2020-04-01,10.7,7,511,17.3,1246,3.5,12.4,2029,6.2,298.1
792,표선,2020-04-02,11.3,7.7,24,15.7,1200,0,12.1,330,3.8,312.2
792,표선,2020-04-03,13.2,9.5,46,18.7,1129,0,9.1,2127,3.3,300.9
792,표선,2020-04-04,12.1,6,2356,20.8,1342,0,14.6,2050,5.6,320.6
792,표선,2020-04-05,9.1,5.6,534,13.6,1446,0,10,1504,4.3,340.3
792,표선,2020-04-06,11.2,4.8,614,17.5,1138,0,7.4,2226,3.4,306.6
792,표선,2020-04-07,13.3,7.1,2358,20.4,1250,0,8.9,1539,3.4,315
792,표선,2020-04-08,13.1,6.4,114,19.9,1415,0,10,1213,4.1,326.3
792,표선,2020-04-09,12.2,8.1,407,19.6,1435,0,8.9,2327,3.7,284.1
792,표선,2020-04-10,12.6,8.5,557,17.8,1602,0,9,416,3.3,331.9
792,표선,2020-04-11,11.6,9,2335,15.8,907,6.5,7.6,2108,2.4,11.3
792,표선,2020-04-12,8.4,6.8,1926,11.4,1434,10,9.2,1751,4.1,315
792,표선,2020-04-13,9.8,5.9,606,13,1358,0,15.2,1151,4.7,326.3
792,표선,2020-04-14,13.2,6.8,412,20.2,1144,0,7,108,2.4,309.4
792,표선,2020-04-15,11.5,4.9,310,17.9,1231,0,6.8,1336,2,196.9
792,표선,2020-04-16,14,6.8,118,18.2,1330,0,7.2,1206,2.7,67.5
792,표선,2020-04-17,15.2,11.2,2338,19,951,29.5,10.3,1541,3.3,244.7
792,표선,2020-04-18,13.1,7.5,2347,19.1,1406,0,10.2,343,3.4,8.4
792,표선,2020-04-19,12.8,7.6,2,15.2,703,28,9.3,1150,3.1,78.8
792,표선,2020-04-20,14.1,10.5,525,18.8,1316,0,12.3,2320,4,351.6
792,표선,2020-04-21,11.7,8,0,17.2,1220,0,12.3,1236,4.6,295.3
792,표선,2020-04-22,9.4,3.8,524,14.6,1425,0,12,1504,3.8,303.8
792,표선,2020-04-23,9.9,5.9,439,14.4,1525,0,14.6,1133,4.5,306.6
792,표선,2020-04-24,11.8,3.8,550,18.9,1403,0,8,954,2.6,337.5
792,표선,2020-04-25,15.4,7.6,129,20.2,1314,0,13.5,1235,4.9,216.6
792,표선,2020-04-26,13.9,10,519,19.6,1521,0,10.2,828,3.7,326.3
792,표선,2020-04-27,14,9,2359,19.4,1453,0,9.1,1346,3.4,2.8
792,표선,2020-04-28,13,6.1,2308,20.4,1247,0,7.6,1111,2.9,303.8
792,표선,2020-04-29,13.9,3.2,508,21.2,1118,0,7.3,1347,2.4,188.4
792,표선,2020-04-30,18.1,10.6,156,22.7,1209,0,11.5,2251,4.7,216.6
792,표선,2020-05-01,20,17.4,541,23.6,1402,0,12.1,1344,5.4,225
792,표선,2020-05-02,19.3,17.7,348,22.2,1331,28,6.8,156,3.3,227.8
792,표선,2020-05-03,18.9,16.5,2257,22.7,1553,9,9,810,2.8,205.3
792,표선,2020-05-04,19.7,15,556,26.2,1505,0,10.2,1048,2.3,312.2
792,표선,2020-05-05,18,14.7,218,21.6,1128,0,6.8,1843,2,56.3
792,표선,2020-05-06,18.3,15,2341,22.9,1148,0,10.6,1535,3.9,47.8
792,표선,2020-05-07,16.5,14,537,20.3,1257,0,10.4,1016,5,59.1
792,표선,2020-05-08,19.1,15.3,1,24.2,1339,0,9,1356,3.3,182.8
792,표선,2020-05-09,18.7,15.6,2352,20.8,1138,148.5,11.3,1101,3.7,227.8
792,표선,2020-05-10,16.3,12.5,321,20.7,1647,0,8.8,1441,2.7,295.3
792,표선,2020-05-11,18.2,10.9,411,25.9,1036,0,5.8,958,1.7,309.4
792,표선,2020-05-12,18.3,13.4,216,24.4,1312,0,8.9,2058,2.7,312.2
792,표선,2020-05-13,15.9,9.9,2359,23.2,1448,0,6.2,5,2.2,306.6
792,표선,2020-05-14,17.2,7.9,355,23.8,1125,0,6.3,1446,2.1,180
792,표선,2020-05-15,19.5,18,409,23,1536,67,9.3,1036,2.7,202.5
792,표선,2020-05-16,18.5,16.5,2236,21,1157,3,4,1201,1.3,109.7
792,표선,2020-05-17,17.6,14.4,714,21.2,1553,0,6.4,1129,1.8,70.3
792,표선,2020-05-18,18.6,15,0,21,1028,18.5,11.7,2226,2.6,315
792,표선,2020-05-19,16.5,12.9,605,22.4,1212,0,16.2,1319,4.5,306.6
792,표선,2020-05-20,16,10.5,504,21.5,1500,0,7.8,819,2.6,351.6
792,표선,2020-05-21,15.9,10.4,218,20.8,1048,0,7.2,1227,2.3,78.8
792,표선,2020-05-22,17.3,14.4,2345,20.7,1152,0,8.4,1201,3.5,42.2
792,표선,2020-05-23,17.6,13.4,2313,21.1,1152,0,6.7,1145,2.1,81.6
792,표선,2020-05-24,20.2,13.1,25,26,1300,0,7.5,1438,2.4,216.6
792,표선,2020-05-25,18.8,15.1,2359,22.9,1358,0,4.5,1200,1,45
792,표선,2020-05-26,17,12.8,2305,23.5,1623,0,4.3,1657,1.4,202.5
792,표선,2020-05-27,18.4,12.3,2238,25,1244,0,8.4,536,2.5,315
792,표선,2020-05-28,18.5,10.7,500,25.7,1319,0,6.9,1518,1.9,11.3
792,표선,2020-05-29,19.9,15,254,26.8,1144,0,6.9,829,2.6,300.9
792,표선,2020-05-30,19.1,16.7,131,21.1,1129,.5,5.4,1318,1.7,70.3
792,표선,2020-05-31,18.6,17.6,118,19.7,1656,37,7.8,1041,2.4,112.5
792,표선,2020-06-01,20.5,15.2,2150,26.5,1220,0,7.1,654,2.5,303.8
792,표선,2020-06-02,18.5,10.4,438,24.2,1102,0,7.2,1300,2.6,241.9
792,표선,2020-06-03,20.6,18.6,0,24.8,1529,0,6.6,1940,2.3,205.3
792,표선,2020-06-04,21.5,15.5,506,27.7,1213,0,4.8,1217,1.5,202.5
792,표선,2020-06-05,20.6,15.1,140,25.3,1006,0,5.4,1501,1.5,194.1
792,표선,2020-06-06,20.7,17.8,2334,26.2,1343,0,6.7,1615,2.3,78.8
792,표선,2020-06-07,20.8,16.1,2322,25.2,1516,0,6.2,1209,2.5,78.8
792,표선,2020-06-08,21.3,15.4,204,26,1429,0,6.1,1120,2.2,67.5
792,표선,2020-06-09,23.1,18.1,105,27.3,1057,0,6.6,1447,2.2,140.6
792,표선,2020-06-10,23.2,22,523,27.7,928,19,6.1,1143,2.2,199.7
792,표선,2020-06-11,23.5,21.7,2056,27.4,1329,2.5,6.3,254,1.8,202.5
792,표선,2020-06-12,22.5,20.5,521,25.5,1130,8.5,9,2358,1.9,225
792,표선,2020-06-13,23.5,22.4,613,24.7,1536,47,10.8,32,4.1,191.3
792,표선,2020-06-14,22.9,21,2358,25.1,1407,14,10.1,113,3.3,227.8
792,표선,2020-06-15,22.2,18.9,2350,26,1322,0,5.1,1521,1.5,227.8
792,표선,2020-06-16,23.2,17.2,259,30.1,1105,0,5,1045,1.5,315
792,표선,2020-06-17,,,,,,13,,,,
792,표선,2020-06-18,19.4,17.9,714,20.8,1445,43.5,7.1,531,3,25.3
792,표선,2020-06-19,19.9,16.7,2322,24.3,1656,4,7,239,2.6,28.1
792,표선,2020-06-20,20.9,17.1,1,24.8,1121,0,7.3,1336,2.6,90
792,표선,2020-06-21,20.7,19.3,1,23.9,1317,0,7.4,941,3.2,70.3
792,표선,2020-06-22,21.7,18.4,2343,25.7,1547,0,6.3,1048,2.3,61.9
792,표선,2020-06-23,24.2,18.3,6,29,1343,0,6.4,1347,1.8,208.1
792,표선,2020-06-24,23.3,21.9,102,24.4,852,79,8.8,1359,3,177.2
792,표선,2020-06-25,22.4,20.2,2207,24.1,1319,30.5,5.1,1608,1.3,227.8
792,표선,2020-06-26,22.3,18.6,545,25.9,1128,0,4.8,1825,1.6,213.8
792,표선,2020-06-27,23.3,20.5,543,27.2,1005,1,5.5,1513,1.5,70.3
792,표선,2020-06-28,25.2,21.4,340,31.2,1251,0,6,1142,2.2,11.3
792,표선,2020-06-29,21.9,20.1,313,24.7,1637,64,14.2,2213,3.2,219.4
792,표선,2020-06-30,22.6,19.9,2235,27.8,1451,0,14.1,5,4.2,236.3
792,표선,2020-07-01,22,17.6,2334,27.1,1355,0,8.5,949,2.5,312.2
792,표선,2020-07-02,21.7,15.8,525,26.4,1201,0,4.5,1450,1.5,92.8
792,표선,2020-07-03,21.1,20.1,2242,21.9,415,51.5,9,1134,3.3,70.3
792,표선,2020-07-04,20.3,19.3,831,21.5,1318,3.5,7.4,143,2.5,47.8
792,표선,2020-07-05,22.5,20.5,2,24.7,1415,1,5,1207,1.3,132.2
792,표선,2020-07-06,22.6,20.9,211,24.7,1357,51.5,8.8,1619,1.8,244.7
792,표선,2020-07-07,22,19.2,2345,27.3,954,78,5.6,139,1.5,236.3
792,표선,2020-07-08,22.9,18.4,426,27.7,1242,0,5.7,1300,1.5,188.4
792,표선,2020-07-09,23.8,21.2,25,27.1,1640,7,7.4,1224,2.3,53.4
792,표선,2020-07-10,24.8,22.1,2232,29.3,1453,78.5,8.1,313,2.8,146.3
792,표선,2020-07-11,23.1,21.1,651,27.4,1514,0,4.1,1341,1.3,199.7
792,표선,2020-07-12,23.4,21.6,323,25.2,2114,81,9.4,2056,3.4,182.8
792,표선,2020-07-13,23.4,21.7,0,24.8,704,3,11.7,1947,4.7,227.8
792,표선,2020-07-14,21.5,19.4,2258,25.2,1127,0,9.3,1152,3.2,331.9
792,표선,2020-07-15,21.2,19.1,206,24.8,1540,0,7.3,1611,2.1,306.6
792,표선,2020-07-16,21.4,18.4,2346,25.4,1535,0,7.2,1248,2.7,64.7
792,표선,2020-07-17,21.4,18,11,25.9,1043,0,7.4,1310,2.5,53.4
792,표선,2020-07-18,22.8,18.6,23,24.2,1339,1.5,6.3,1527,1.5,137.8
792,표선,2020-07-19,25.4,23.9,3,26.5,1453,3.5,11.8,2118,4.3,171.6
792,표선,2020-07-20,24.9,22.9,2050,27.2,1351,.5,11.8,358,3.7,210.9
792,표선,2020-07-21,24.3,22.6,342,25.8,1457,1,6.2,2225,1.5,239.1
792,표선,2020-07-22,25.8,24,2205,31.2,1312,.5,8.5,1223,2.8,219.4
792,표선,2020-07-23,24.8,22.4,2348,26.5,1216,8,11.2,1941,4.3,236.3
792,표선,2020-07-24,23.2,21,2208,25.9,1130,.5,12.8,1053,4.7,241.9
792,표선,2020-07-25,23.3,19.8,2324,28.2,1200,0,7,1144,2.1,210.9
792,표선,2020-07-26,23.2,17.2,522,29.7,1230,0,5.7,846,1.6,213.8
792,표선,2020-07-27,24.3,22.8,219,25.9,1730,53.5,8.1,2004,2.7,236.3
792,표선,2020-07-28,26,25,211,27.5,1507,5,8.5,311,3.8,225
792,표선,2020-07-29,27.1,25.1,346,30,1526,.5,7.5,1344,3.4,196.9
792,표선,2020-07-30,27.7,25.5,2152,31.4,1156,2.5,6.7,1116,2.6,194.1
792,표선,2020-07-31,26.5,23,620,30.5,1446,0,5.5,1623,1.7,202.5
792,표선,2020-08-01,26.9,23.1,534,30.6,1122,0,8,1434,3.2,188.4
792,표선,2020-08-02,27.7,26.5,327,30,1144,0,9,1154,4.3,210.9
792,표선,2020-08-03,28,26.3,2245,31.3,1205,0,9.1,1236,3.9,205.3
792,표선,2020-08-04,28.5,26.1,152,32,1308,0,8.7,1555,3.5,188.4
792,표선,2020-08-05,27.9,26.2,335,30.4,1021,0,9.7,2216,4.2,199.7
792,표선,2020-08-06,26.9,26,1033,27.5,1,9.5,10.7,1238,4.7,219.4
792,표선,2020-08-07,27.1,26.6,2125,27.9,1150,0,9.2,55,4.3,213.8
792,표선,2020-08-08,27.2,26.6,304,28.3,1309,0,10.3,2149,5.1,194.1
792,표선,2020-08-09,28,26.4,22,30.8,1342,.5,12.3,953,5.6,213.8
792,표선,2020-08-10,26.7,24.9,1131,28.3,1310,40.5,9.7,2205,3.3,236.3
792,표선,2020-08-11,27.3,25.2,949,29.7,1225,46,11,941,4.4,222.2
792,표선,2020-08-12,27.9,26.9,2114,29.7,1320,6.5,9.3,1429,4.1,233.4
792,표선,2020-08-13,28.6,26.6,519,31.4,1418,0,9.7,1118,4.7,210.9
792,표선,2020-08-14,28.7,26.8,415,31.7,1310,0,9.3,936,4.7,182.8
792,표선,2020-08-15,28.6,25.7,2340,32.1,1208,0,8.1,1102,3.9,202.5
792,표선,2020-08-16,28.5,24.6,2343,32.2,1215,0,8.1,1315,2.7,199.7
792,표선,2020-08-17,27.3,23.5,530,31.8,1310,0,4.8,1042,1.5,92.8
792,표선,2020-08-18,27.7,23.1,446,34,1246,0,5.4,1431,1.6,202.5
792,표선,2020-08-19,27.7,21.8,223,33.6,1059,0,5.9,1232,2,225
792,표선,2020-08-20,27.2,22.1,557,32.5,1215,0,5.1,909,1.8,227.8
792,표선,2020-08-21,27.3,21.8,320,32.2,1054,0,6.2,1423,2,101.3
792,표선,2020-08-22,27,24.9,250,30.8,1258,0,6.7,1025,2.2,73.1
792,표선,2020-08-23,27.6,24,536,31.2,1142,0,6.3,1113,1.7,84.4
792,표선,2020-08-24,28.6,24.3,555,33,1147,0,5.7,1221,2,194.1
792,표선,2020-08-25,28.7,25.8,2009,31.9,1344,6.5,11.9,917,4.8,106.9
792,표선,2020-08-26,27.1,25,13,28.7,348,46,15.6,2005,7,202.5
792,표선,2020-08-27,27.6,26.2,350,29.9,1458,0,10.9,10,4.3,188.4
792,표선,2020-08-28,27.6,25.7,2032,31.1,1002,5,7,2005,2.4,174.4
